    car_id,make_name,model_name,year,price,mileage,color,body_shape,transmission,fuel_type,engine_capacity,governorate,dealer_name,is_dealer,lowest_monthly_installment,is_downpayment,downpayment_amount,contact_downpayment_amount,in_warranty,imported,factory_paint,almost_new,crashes,first_owner,agency_maintenance,new_tires,new_brake_pads,recent_maintenance,seller_owned_license,protection_film,nano_ceramic,for_exchange,taxi,for_disabled,installments_continued,scraped_at
1,Hyundai,Accent,2024,850000,28000,Blue,Sedan,Automatic,Gas,1600 CC,Giza,Capital auto,true,13750,true,170000,425000,true,false,true,true,false,,,,,,,,,false,false,false,false,Sun Jul 12 2026 13:43:07 GMT+0300 (Eastern European Summer Time)
2,Mercedes,C180,2017,1950000,150000,White,Cabriolet,Automatic,Gas,1600 CC,Cairo,EL MAALM,true,31545,true,390000,975000,false,false,true,true,false,,,,,,,,,true,false,false,false,Sun Jul 12 2026 13:43:07 GMT+0300 (Eastern European Summer Time)
3,Hyundai,Tucson,2025,1950000,3000,Gray,SUV,Automatic,Gas,1600 CC,Cairo,EL Watania Auto,true,0,true,585000,,,false,false,false,false,,,,,,,,,false,false,false,false,Sun Jul 12 2026 13:43:07 GMT+0300 (Eastern European Summer Time)
4,Mini,Cooper,2019,1200000,95000,Silver,Coupe,Automatic,Gas,1500 CC,Cairo,,false,19412,false,,600000,false,false,false,false,false,true,true,true,false,true,false,false,false,false,false,false,false,Sun Jul 12 2026 13:43:08 GMT+0300 (Eastern European Summer Time)
5,Fiat,Tipo,2022,780000,165000,Gray,Sedan,Automatic,Gas,1600 CC,Cairo,,false,0,false,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,Sun Jul 12 2026 13:43:08 GMT+0300 (Eastern European Summer Time)
6,Citroen,C5 Aircross,2021,1150000,171000,Dark Grey,SUV,Automatic,Gas,1600 CC,Cairo,,false,0,false,,,false,false,true,false,false,true,false,true,false,true,true,false,false,false,false,false,false,Sun Jul 12 2026 13:43:08 GMT+0300 (Eastern European Summer Time)
7,Toyota,Corolla,2023,1100000,100000,Black,Sedan,Automatic,Gas,1600 CC,Cairo,,false,17794,false,,550000,false,false,true,false,false,true,false,false,false,true,true,false,false,false,false,false,false,Sun Jul 12 2026 13:43:08 GMT+0300 (Eastern European Summer Time)
8,Mercedes,GLC 300,2025,5380000,22000,Black,Hatchback,Automatic,Gas,2000 CC,Cairo,AL BASMA MOTORS,true,87031,true,1614000,2690000,,false,true,true,false,,,,,,,,,false,false,false,false,Sun Jul 12 2026 13:43:09 GMT+0300 (Eastern European Summer Time)
9,MG,6,2020,890000,75000,Red,Sedan,Automatic,Gas,1500 CC,Cairo,,false,14397,false,,445000,false,false,true,false,false,false,true,false,false,true,false,true,true,false,false,false,false,Sun Jul 12 2026 13:43:09 GMT+0300 (Eastern European Summer Time)
10,Hyundai,I30,2026,1280000,2000,Navy Blue,Sedan,Automatic,Hybrid,1500 CC,Gharbia,,false,20706,false,,640000,true,false,true,true,false,true,true,true,true,true,false,false,false,false,false,false,false,Sun Jul 12 2026 13:43:09 GMT+0300 (Eastern European Summer Time)
11,Peugeot,207,2008,350000,250000,Green,Hatchback,Manual,Gas,1600 CC,Giza,,false,0,false,,,false,false,true,false,false,false,false,true,false,false,true,false,false,false,false,false,false,Sun Jul 12 2026 13:43:09 GMT+0300 (Eastern European Summer Time)
12,DFSK,Eagel 580,2019,600000,190000,White,SUV,Automatic,Gas,1500 CC,Cairo,,false,0,false,,,false,false,true,false,false,true,true,true,true,true,true,false,false,false,false,false,false,Sun Jul 12 2026 13:43:10 GMT+0300 (Eastern European Summer Time)
13,Hyundai,Tucson,2021,1550000,187400,Silver,SUV,Automatic,Gas,1600 CC,Qalyubia,,false,0,false,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,Sun Jul 12 2026 13:43:10 GMT+0300 (Eastern European Summer Time)
14,BMW,523i,2008,600000,235000,Gray,Sedan,Automatic,Gas,2500 CC,Alexandria,,false,0,false,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,Sun Jul 12 2026 13:43:10 GMT+0300 (Eastern European Summer Time)
15,Chery,Tiggo 8 Pro Max,2027,1590000,10,Gray,SUV,Automatic,Gas,1500 CC,Cairo,Auto Garage,true,0,true,159000,,,false,false,false,false,,,,,,,,,false,false,false,false,Sun Jul 12 2026 13:43:10 GMT+0300 (Eastern European Summer Time)
16,SsangYong,Torres,2024,1750000,48000,Gray,SUV,Automatic,Gas,1500 CC,Giza,,false,28309,false,,875000,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,Sun Jul 12 2026 13:43:11 GMT+0300 (Eastern European Summer Time)
17,Fiat,128 nova,1986,85000,100000,Red,Sedan,Automatic,Gas,1200 CC,Giza,,false,0,false,,,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,Sun Jul 12 2026 13:43:11 GMT+0300 (Eastern European Summer Time)
18,Peugeot,5008,2026,2450000,10300,Blue,SUV,Automatic,Gas,1600 CC,Cairo,,false,39633,false,,1225000,true,false,true,true,false,true,true,false,false,false,true,true,true,false,false,false,false,Sun Jul 12 2026 13:43:11 GMT+0300 (Eastern European Summer Time)
19,Mercedes,EQS 450+,2023,5000000,28000,Black,SUV,Automatic,Electric,,Cairo,Ghandour Auto,true,80883,false,,2500000,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,Sun Jul 12 2026 13:43:11 GMT+0300 (Eastern European Summer Time)
20,Peugeot,5008,2026,2450000,10300,Blue,SUV,Automatic,Gas,1600 CC,Cairo,,false,39633,false,,1225000,true,false,true,true,false,true,true,false,false,true,true,true,true,false,false,false,false,Sun Jul 12 2026 13:43:11 GMT+0300 (Eastern European Summer Time)
21,Soueast,S 06,2026,1300000,30000,Silver,SUV,Automatic,Gas,1600 CC,Cairo,,false,21030,false,,650000,false,false,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,Sun Jul 12 2026 13:43:11 GMT+0300 (Eastern European Summer Time)
22,Jeep,Grand Cherokee,2022,4750000,24000,White,SUV,Automatic,Gas,3600 CC,Giza,V22 Auto,true,76839,true,475000,2375000,,false,false,false,false,,,,,,,,,false,false,false,false,Sun Jul 12 2026 13:43:12 GMT+0300 (Eastern European Summer Time)
23,Renault,Captur,2019,650000,149000,Blue,Hatchback,Automatic,Gas,1600 CC,Cairo,,false,10515,false,,325000,false,false,true,false,false,false,false,false,false,false,true,false,false,false,false,false,false,Sun Jul 12 2026 13:43:12 GMT+0300 (Eastern European Summer Time)
24,BMW,520i,2013,1220000,188000,Blue,Sedan,Automatic,Gas,2000 CC,Cairo,,false,0,false,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,Sun Jul 12 2026 13:43:12 GMT+0300 (Eastern European Summer Time)
25,Opel,Astra,2016,680000,128000,Red,Sedan,Automatic,Gas,1600 CC,Cairo,,false,11000,false,,340000,false,false,true,false,false,true,false,false,false,true,true,false,false,false,false,false,false,Sun Jul 12 2026 13:43:12 GMT+0300 (Eastern European Summer Time)
26,Toyota,Corolla,2021,1250000,115000,Black,Sedan,Automatic,Gas,1600 CC,Alexandria,,false,20221,false,,625000,false,false,true,true,false,true,true,true,true,true,true,false,false,false,false,false,false,Sun Jul 12 2026 13:43:13 GMT+0300 (Eastern European Summer Time)
27,Fiat,Tipo,2022,850000,49000,Gray,Sedan,Automatic,Gas,1600 CC,Monufia,,false,0,false,,445000,false,false,true,true,false,true,true,true,true,true,true,false,false,false,false,false,false,Sun Jul 12 2026 13:43:14 GMT+0300 (Eastern European Summer Time)
28,Hyundai,I30,2026,1300000,14000,Dark Grey,Sedan,Automatic,Gas,1400 CC,Cairo,,false,21030,false,,650000,true,false,true,true,false,true,true,true,false,true,false,true,false,false,false,false,false,Sun Jul 12 2026 13:43:14 GMT+0300 (Eastern European Summer Time)
29,Fiat,Tipo,2021,618000,139000,Gray,Sedan,Manual,Gas,1400 CC,Cairo,,false,0,false,,,false,false,false,false,false,true,false,true,true,true,true,false,false,false,false,false,false,Sun Jul 12 2026 13:43:14 GMT+0300 (Eastern European Summer Time)
30,Skoda,Octavia,2024,1800000,22000,Silver,Sedan,Dual Clutch,Gas,1400 CC,Eastern,,false,0,false,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,Sun Jul 12 2026 13:43:14 GMT+0300 (Eastern European Summer Time)
31,BYD,Song Plus,2026,1670000,12000,Gray,SUV,Automatic,Electric,,Cairo,,false,0,false,,,true,false,true,true,false,true,false,false,false,false,false,true,false,false,false,false,false,Sun Jul 12 2026 13:43:15 GMT+0300 (Eastern European Summer Time)
32,Citroen,C-Elysee,2021,660000,137500,Black,Sedan,Automatic,Gas,1600 CC,Cairo,,false,0,false,,,false,false,true,false,false,true,true,false,false,false,true,false,false,false,false,false,false,Sun Jul 12 2026 13:43:15 GMT+0300 (Eastern European Summer Time)
33,Jetour,X70 Plus CKD,2027,1275000,10,Blue,SUV,Automatic,Gas,1500 CC,Cairo,General Automotive,true,0,true,382500,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,Sun Jul 12 2026 13:43:15 GMT+0300 (Eastern European Summer Time)
34,Jeep,Grand Cherokee,2022,3650000,48000,White,SUV,Automatic,Gas,5700 CC,Cairo,Auto one For Trading,true,59045,true,730000,1825000,true,false,true,true,false,,,,,,,,,false,false,false,false,Sun Jul 12 2026 13:43:15 GMT+0300 (Eastern European Summer Time)
35,Peugeot,408,2026,2120000,4000,Blue,SUV,Automatic,Gas,1600 CC,Cairo,Auto one For Trading,true,34295,true,424000,1060000,true,false,true,true,false,,,,,,,,,false,false,false,false,Sun Jul 12 2026 13:43:15 GMT+0300 (Eastern European Summer Time)
36,Skoda,Superb,2023,2000000,56000,Navy Blue,Sedan,Automatic,Gas,1400 CC,Cairo,Auto one For Trading,true,32353,true,400000,1000000,true,false,true,true,false,,,,,,,,,false,false,false,false,Sun Jul 12 2026 13:43:16 GMT+0300 (Eastern European Summer Time)
37,Skoda,KODIAQ,2023,2425000,36000,Silver,SUV,Automatic,Gas,1400 CC,Cairo,Auto one For Trading,true,39228,true,485000,1212500,true,false,true,true,false,,,,,,,,,false,false,false,false,Sun Jul 12 2026 13:43:16 GMT+0300 (Eastern European Summer Time)
38,Nissan,Sentra,2023,890000,30000,Champagne,Sedan,Automatic,Gas,1500 CC,Cairo,Mohamed Gaber Auto,true,14397,true,267000,445000,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,Sun Jul 12 2026 13:43:16 GMT+0300 (Eastern European Summer Time)
39,MG,One,2026,1320000,12000,White,SUV,Automatic,Gas,1500 CC,Cairo,,false,0,false,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,Sun Jul 12 2026 13:43:16 GMT+0300 (Eastern European Summer Time)
40,Mercedes,E280,2007,950000,240000,Black,Sedan,Automatic,Gas,3000 CC,Damietta,,false,0,false,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,Sun Jul 12 2026 13:43:16 GMT+0300 (Eastern European Summer Time)
41,Brilliance,V5,2014,500000,300,Maroon,Hatchback,Automatic,Gas,1600 CC,Cairo,,false,0,false,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,Sun Jul 12 2026 13:43:17 GMT+0300 (Eastern European Summer Time)
42,Volkswagen,Souran,2007,300000,388000,Baby Blue,Hatchback,Manual,Gas,1400 CC,Cairo,,false,0,false,,,false,false,false,false,false,false,false,true,true,true,true,false,false,true,false,false,false,Sun Jul 12 2026 13:43:17 GMT+0300 (Eastern European Summer Time)
43,BMW,520i,2017,1600000,133000,Dark Grey,Sedan,Automatic,Gas,2000 CC,Giza,,false,0,false,,,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,Sun Jul 12 2026 13:43:17 GMT+0300 (Eastern European Summer Time)
44,Mercedes,GLC 200,2023,4500000,10000,Dark Grey,Coupe,Dual Clutch,Gas,2000 CC,Cairo,,false,72795,false,,2250000,false,true,true,true,false,true,true,false,false,false,true,false,false,false,false,false,false,Sun Jul 12 2026 13:43:17 GMT+0300 (Eastern European Summer Time)
45,BMW,320i,2026,3500000,5000,White,Sedan,Automatic,Gas,1600 CC,Cairo,NINE ONE ONE LUXURY CARS,true,56618,true,350000,1750000,false,false,false,false,false,,,,,,,,,false,false,false,false,Sun Jul 12 2026 13:43:17 GMT+0300 (Eastern European Summer Time)
46,Mercedes,E350,2020,4000000,25000,Silver,Cabriolet,Automatic,Gas,2000 CC,Cairo,NINE ONE ONE LUXURY CARS,true,64707,true,400000,2000000,false,false,false,false,false,,,,,,,,,false,false,false,false,Sun Jul 12 2026 13:43:17 GMT+0300 (Eastern European Summer Time)
47,BMW,Z4,2019,3285000,20000,Black,Cabriolet,Automatic,Gas,2000 CC,Alexandria,Teacher motors,true,0,true,328500,,false,true,true,false,false,true,true,false,false,true,false,true,true,true,false,false,false,Sun Jul 12 2026 13:43:18 GMT+0300 (Eastern European Summer Time)
48,Mercedes,E300,2020,3400000,60000,White,Sedan,Automatic,Gas,2000 CC,Cairo,NINE ONE ONE LUXURY CARS,true,55001,true,340000,1700000,false,false,false,false,false,,,,,,,,,false,false,false,false,Sun Jul 12 2026 13:43:18 GMT+0300 (Eastern European Summer Time)
49,Opel,Astra,2015,500000,230000,Maroon,Sedan,Automatic,Gas,1600 CC,Cairo,,false,0,false,,,false,false,true,false,false,false,false,false,false,true,false,false,false,false,false,false,false,Sun Jul 12 2026 13:43:18 GMT+0300 (Eastern European Summer Time)
50,Land Rover,Range Rover,2020,4500000,60000,Gray,SUV,Automatic,Gas,2000 CC,Cairo,EL MAALM,true,72795,true,900000,2250000,true,false,true,true,false,,,,,,,,,true,false,false,false,Sun Jul 12 2026 13:43:18 GMT+0300 (Eastern European Summer Time)
51,Mercedes,GLE 500,2018,3900000,110000,Black,SUV,Automatic,Gas,3000 CC,Cairo,Gear Up Luxury Cars,true,0,true,1170000,2100000,,false,true,false,false,,,,,,,,,true,false,false,false,Sun Jul 12 2026 13:43:18 GMT+0300 (Eastern European Summer Time)
52,BMW,320i,2020,1700000,200000,Blue,Sedan,Automatic,Gas,2000 CC,Cairo,,false,0,false,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,Sun Jul 12 2026 13:43:18 GMT+0300 (Eastern European Summer Time)
53,Volkswagen,Souran,2009,300000,84000,Gray,SUV,Manual,Gas,1600 CC,Alexandria,,false,0,false,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,Sun Jul 12 2026 13:43:19 GMT+0300 (Eastern European Summer Time)
54,Hyundai,Tucson NX4e,2021,1425000,115000,White,SUV,Automatic,Gas,1600 CC,Giza,,false,23052,false,,712500,false,false,false,false,false,true,true,false,false,true,false,false,false,true,false,false,false,Sun Jul 12 2026 13:43:20 GMT+0300 (Eastern European Summer Time)
55,Mercedes,B160,2010,480000,245500,Silver,Hatchback,Automatic,Gas,1600 CC,Cairo,,false,0,false,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,Sun Jul 12 2026 13:43:20 GMT+0300 (Eastern European Summer Time)
56,Jetour,T2,2025,1680000,52000,Baby Blue,SUV,Automatic,Gas,1500 CC,Giza,V22 Auto,true,27177,true,168000,840000,,false,false,false,false,,,,,,,,,false,false,false,false,Sun Jul 12 2026 13:43:20 GMT+0300 (Eastern European Summer Time)
57,Citroen,C-Elysee,2018,560000,155000,Blue,Sedan,Automatic,Gas,1600 CC,Giza,,false,0,false,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,Sun Jul 12 2026 13:43:20 GMT+0300 (Eastern European Summer Time)
58,Hyundai,Grand I10,2016,560000,182000,Black,Sedan,Automatic,Gas,1200 CC,Alexandria,,false,0,false,,,false,false,true,false,false,false,false,true,false,true,true,false,false,false,false,false,false,Sun Jul 12 2026 13:43:20 GMT+0300 (Eastern European Summer Time)
60,Peugeot,3008,2023,1550000,83000,Black,SUV,Automatic,Gas,1600 CC,Giza,,false,25074,false,,775000,false,false,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,Sun Jul 12 2026 13:43:20 GMT+0300 (Eastern European Summer Time)
61,Nissan,Sunny,2016,420000,230000,Gray,Sedan,Automatic,Gas,1500 CC,Cairo,,false,0,false,,,false,false,false,false,false,true,false,false,false,false,true,false,false,false,false,false,false,Sun Jul 12 2026 13:43:21 GMT+0300 (Eastern European Summer Time)
62,BMW,i7,2024,7750000,2000,Black,Sedan,Automatic,Electric,,Cairo,Ghandour Auto,true,0,false,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,Sun Jul 12 2026 13:43:21 GMT+0300 (Eastern European Summer Time)
63,Volvo,XC 40,2026,2850000,6000,Navy Blue,SUV,Automatic,Gas,2000 CC,Cairo,,false,46104,false,,1425000,true,false,false,true,false,false,true,false,false,false,true,true,false,false,false,false,false,Sun Jul 12 2026 13:43:21 GMT+0300 (Eastern European Summer Time)
64,Seat,Leon,2018,900000,100000,Red,Hatchback,Automatic,Gas,1200 CC,Cairo,,false,14559,false,,450000,false,false,true,false,false,true,true,true,true,true,true,false,false,false,false,false,false,Sun Jul 12 2026 13:43:21 GMT+0300 (Eastern European Summer Time)
65,MG,HS,2021,1200000,30615,White,SUV,Automatic,Gas,1500 CC,Alexandria,,false,19412,false,,600000,true,false,true,false,false,true,true,false,false,true,true,false,false,false,false,false,false,Sun Jul 12 2026 13:43:21 GMT+0300 (Eastern European Summer Time)
66,Mercedes,C180,2022,2550000,23000,Black,Sedan,Automatic,Gas,1500 CC,Cairo,Henrys Automotive ,true,0,true,255000,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,Sun Jul 12 2026 13:43:21 GMT+0300 (Eastern European Summer Time)
67,Jeep,Renegade,2018,900000,98500,Dark Grey,,Automatic,Gas,1400 CC,Cairo,,false,14559,false,,450000,false,false,true,false,false,false,false,true,false,false,false,false,false,false,false,false,false,Sun Jul 12 2026 13:43:22 GMT+0300 (Eastern European Summer Time)
68,Nissan,Sunny,2018,475000,148000,Maroon,Sedan,Automatic,Gas,1500 CC,Cairo,,false,0,false,,,false,false,false,false,false,false,false,true,false,true,false,false,false,false,false,false,false,Sun Jul 12 2026 13:43:22 GMT+0300 (Eastern European Summer Time)
69,Hyundai,Tucson,2016,1040000,200,Silver,SUV,Automatic,Gas,1600 CC,Kafr El Sheikh,,false,0,false,,,false,true,false,false,false,false,false,true,true,true,true,true,false,false,false,false,false,Sun Jul 12 2026 13:43:22 GMT+0300 (Eastern European Summer Time)
70,Kia,Carens,2013,720000,230000,Dark Grey,SUV,Automatic,Gas,1600 CC,Qalyubia,,false,0,false,,,false,false,true,false,false,true,false,false,false,true,false,false,false,false,false,false,false,Sun Jul 12 2026 13:43:22 GMT+0300 (Eastern European Summer Time)
71,Hyundai,IX 35,2014,780000,190000,Black,SUV,Automatic,Gas,1600 CC,Giza,,false,0,false,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,Sun Jul 12 2026 13:43:22 GMT+0300 (Eastern European Summer Time)
72,Audi,RS Q8,2024,6390000,7000,Gray,SUV,Automatic,Gas,3000 CC,Cairo,EL MAALM,true,103369,true,1917000,3195000,,false,false,false,false,,,,,,,,,false,false,false,false,Sun Jul 12 2026 13:43:22 GMT+0300 (Eastern European Summer Time)
73,Renault,Megane,2023,900000,100000,Navy Blue,Sedan,Automatic,Gas,1600 CC,Giza,,false,0,false,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,Sun Jul 12 2026 13:43:23 GMT+0300 (Eastern European Summer Time)
74,Toyota,Yaris,2008,290000,200,White,Sedan,Manual,Gas,1300 CC,Giza,,false,0,false,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,Sun Jul 12 2026 13:43:23 GMT+0300 (Eastern European Summer Time)
75,Hyundai,Elantra HD,2019,850000,66666,Gray,Sedan,Automatic,Gas,1600 CC,Giza,,false,0,false,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,Sun Jul 12 2026 13:43:23 GMT+0300 (Eastern European Summer Time)
76,Seat,ATECA,2019,1160000,118000,Orange,SUV,Automatic,Gas,1400 CC,Cairo,,false,18765,false,,580000,false,false,true,false,false,true,true,true,false,true,true,false,false,false,false,false,false,Sun Jul 12 2026 13:43:23 GMT+0300 (Eastern European Summer Time)
77,Peugeot,508,2020,1150000,230000,Gray,Sedan,Automatic,Gas,1600 CC,Alexandria,,false,0,false,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,Sun Jul 12 2026 13:43:23 GMT+0300 (Eastern European Summer Time)
79,BMW,X1,2020,1680000,90000,White,Hatchback,Automatic,Gas,1500 CC,Cairo,,false,27177,false,,840000,false,false,true,false,false,true,true,false,false,true,true,false,false,false,false,false,true,Sun Jul 12 2026 13:43:25 GMT+0300 (Eastern European Summer Time)
80,Chevrolet,Captiva,2021,850000,117000,Black,SUV,CVT,Gas,1500 CC,Cairo,,false,13750,false,,425000,false,false,false,false,false,true,true,false,false,false,false,false,false,false,false,false,false,Sun Jul 12 2026 13:43:25 GMT+0300 (Eastern European Summer Time)
82,Cadillac,Escalade,2026,14000000,4000,Black,SUV,Automatic,Gas,4400 CC,Cairo,Auto Garage,true,226474,true,1400000,7000000,,false,false,false,false,,,,,,,,,false,false,false,false,Sun Jul 12 2026 13:43:25 GMT+0300 (Eastern European Summer Time)
83,Nissan,Qashqai,2019,875000,210000,Silver,SUV,Automatic,Gas,1200 CC,Giza,,false,0,false,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,Sun Jul 12 2026 13:43:26 GMT+0300 (Eastern European Summer Time)
84,Citroen,C4,2025,1250000,62000,White,SUV,Automatic,Gas,1200 CC,Cairo,,false,20221,false,,625000,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,Sun Jul 12 2026 13:43:26 GMT+0300 (Eastern European Summer Time)
85,Volkswagen,Jetta,2008,570000,435000,Gray,Sedan,Automatic,Gas,1600 CC,Cairo,,false,0,false,,,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,Sun Jul 12 2026 13:43:26 GMT+0300 (Eastern European Summer Time)
86,Hyundai,Tucson,2026,2130000,1000,Gray,SUV,Automatic,Gas,1600 CC,Cairo,EL Watania Auto,true,0,true,639000,,,false,false,false,false,,,,,,,,,false,false,false,false,Sun Jul 12 2026 13:43:26 GMT+0300 (Eastern European Summer Time)
87,Skoda,Octavia,2015,860000,175000,Silver,Sedan,Automatic,Gas,1600 CC,Cairo,,false,0,false,,,false,false,true,false,false,true,false,false,false,false,true,false,false,false,false,false,false,Sun Jul 12 2026 13:43:26 GMT+0300 (Eastern European Summer Time)
88,BMW,520i,2024,4600000,20000,Gray,Sedan,Automatic,Gas,2000 CC,Cairo,Z Automotive,true,74413,true,1380000,2300000,,false,true,true,false,,,,,,,,,false,false,false,false,Sun Jul 12 2026 13:43:26 GMT+0300 (Eastern European Summer Time)
89,BMW,X2,2024,3300000,19000,Gray,Hatchback,Automatic,Gas,1500 CC,Cairo,Z Automotive,true,53383,true,990000,1650000,true,false,true,true,false,,,,,,,,,true,false,false,false,Sun Jul 12 2026 13:43:26 GMT+0300 (Eastern European Summer Time)
90,Hyundai,Sonata,2011,700000,300000,Gray,Sedan,Automatic,Gas,2400 CC,Cairo,,false,0,false,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,Sun Jul 12 2026 13:43:27 GMT+0300 (Eastern European Summer Time)
91,Toyota,Fortuner,2025,3580000,20000,Black,SUV,Automatic,Gas,4000 CC,Cairo,EL Watania Auto,true,57913,true,1074000,1790000,true,false,true,true,false,,,,,,,,,false,false,false,false,Sun Jul 12 2026 13:43:27 GMT+0300 (Eastern European Summer Time)
92,Kia,Sportage,2025,2130000,10000,White,SUV,Automatic,Gas,1600 CC,Cairo,EL Watania Auto,true,34456,true,639000,1065000,,false,false,false,false,,,,,,,,,false,false,false,false,Sun Jul 12 2026 13:43:27 GMT+0300 (Eastern European Summer Time)
93,Hyundai,Tucson,2024,1950000,25000,White,SUV,Automatic,Gas,1600 CC,Cairo,EL Watania Auto,true,0,true,585000,,,false,false,false,false,,,,,,,,,false,false,false,false,Sun Jul 12 2026 13:43:27 GMT+0300 (Eastern European Summer Time)
94,Nissan,Sunny,2018,550000,248000,Gold,Sedan,Automatic,Gas,1500 CC,Cairo,,false,0,false,,,false,false,true,false,false,true,false,false,false,false,false,false,false,false,false,false,false,Sun Jul 12 2026 13:43:27 GMT+0300 (Eastern European Summer Time)
95,Ford,Fusion,2018,1000000,137000,Black,Sedan,Automatic,Gas,1600 CC,Giza,,false,16177,false,,500000,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,Sun Jul 12 2026 13:43:27 GMT+0300 (Eastern European Summer Time)
96,Chery,Tiggo 3,2022,660000,110000,Gray,SUV,Automatic,Gas,1600 CC,Cairo,,false,0,false,,,false,false,true,false,false,true,true,false,false,false,false,false,false,false,false,false,false,Sun Jul 12 2026 13:43:27 GMT+0300 (Eastern European Summer Time)
97,Nissan,Sunny,2019,550000,111000,Gray,Sedan,Automatic,Gas,1500 CC,Cairo,,false,8897,false,,275000,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,Sun Jul 12 2026 13:43:28 GMT+0300 (Eastern European Summer Time)
98,Toyota,Corolla,2025,1520000,42000,Navy Blue,Sedan,Automatic,Gas,1600 CC,Cairo,,false,24589,false,,760000,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,Sun Jul 12 2026 13:43:28 GMT+0300 (Eastern European Summer Time)
99,Mercedes,S500,2022,10500000,66000,Navy Blue,Sedan,Dual Clutch,Gas,4000 CC,Giza,,false,169855,false,,5250000,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,Sun Jul 12 2026 13:43:28 GMT+0300 (Eastern European Summer Time)
100,Skoda,Octavia,2021,1350000,150000,Navy Blue,Sedan,Automatic,Gas,1400 CC,Giza,,false,21839,false,,675000,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,Sun Jul 12 2026 13:43:28 GMT+0300 (Eastern European Summer Time)
101,Golf Car,Club Car,2022,110000,2400,Red,Hatchback,Automatic,Electric,,Alexandria,,false,1779,false,,55000,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,Sun Jul 12 2026 13:43:28 GMT+0300 (Eastern European Summer Time)
102,Range Rover,VOGUE,2024,13500000,24600,Black,SUV,Automatic,Gas,3000 CC,Cairo,Abou Ghali By Montaser,true,218385,true,3375000,6750000,,false,false,false,false,,,,,,,,,false,false,false,false,Sun Jul 12 2026 13:43:28 GMT+0300 (Eastern European Summer Time)
103,Chery,Tiggo 4 PRO,2025,845000,57000,Dark Grey,SUV,CVT,Gas,1500 CC,Cairo,,false,13669,false,,422500,true,false,true,true,false,true,true,true,true,true,false,false,false,false,false,false,false,Sun Jul 12 2026 13:43:29 GMT+0300 (Eastern European Summer Time)
104,Mercedes,CLA 200,2024,2425000,37500,White,Sedan,Automatic,Gas,1400 CC,Cairo,,false,39228,false,,1212500,false,true,true,true,false,true,true,false,false,false,true,false,false,true,false,false,false,Sun Jul 12 2026 13:43:29 GMT+0300 (Eastern European Summer Time)
105,Li Auto,L7,2026,3000000,1200,Black,SUV,Automatic,Electric,,Cairo,,false,48530,false,,1500000,true,false,true,true,false,true,true,false,false,false,false,true,true,false,false,false,false,Sun Jul 12 2026 13:43:29 GMT+0300 (Eastern European Summer Time)
